132,14,123.209362335309,67.726788050422
63,16,72.4598228692961,73.7745568909613
36,17,55.4221369960968,72.0979937553096
66,17,74.4272977221015,74.5007756452142
87,19,89.0024585036211,75.7002675692282
102,19,100.051665915862,74.7847450515705
30,20,51.7437021684583,73.1245518654651
24,23,48.1362728487928,74.0537239876324
165,25,149.193487888449,67.9668101530719
168,26,151.544663502639,67.920026123405
174,33,156.254205155373,70.995136277796
12,39,40.6153176587868,81.6432456547088
180,50,160.952268284159,80.3864451689427
6,67,35.9907268884511,97.2067092470401
6,72,35.7738207797661,100.173093328695
186,77,165.482034292787,95.9630759673927
186,82,165.441809843557,99.0599646629409
183,86,163.106902088388,102.135981135088
12,89,38.4876824301834,111.27936970748
15,90,40.1741215636071,112.360302176722
18,91,41.8819132272528,113.422746937569
36,92,52.7149697901986,116.464129322647
171,92,153.744931702133,108.171183842899
33,96,50.7566053520705,118.430408631095
156,97,141.858963691044,113.960961192875
42,109,56.1930182029557,126.933836164192
42,114,56.1248688306546,129.812288323403
156,122,141.562820361823,128.607097967634
156,127,141.492362095716,131.504659264539
156,132,141.41845285221,134.392725480532
156,142,141.260854372875,140.142309683703
42,144,55.9547556854182,147.037384046883
156,147,141.17746889936,143.00482660747
156,152,141.091238797398,145.859845404989
39,153,54.0326837425341,151.970033308536
36,167,52.2097595666484,159.810030733432
159,173,143.009893463542,157.379476609482
162,189,144.937015518238,166.055920942676
30,195,48.8629670249134,175.672652444583
165,210,146.644163175444,177.591766839341
27,219,47.6596019456462,189.624779890109
168,226,148.388845650346,186.347763505136
156,237,139.3623149126,193.798091114599
147,239,132.758346336048,195.811155830774
63,241,72.3294587088316,202.722711517895
81,242,84.8844698554039,202.651670563247
96,242,95.5671714954009,201.811206663582
111,242,106.417808395255,200.73051835695
